alcohol_no,name,type,rep_ingredients,ingredients,alcohol,size,prize,etc,tags,desc,food,brewery,brewery_address,brewery_page,brewery_tel,sweet,sour,scent,body
40,고도리 화이트와인 스위트,과실주,거봉,거봉포도,10.5,750,2011 대한민국 우리술 품평회 우수상 2017 대한민국 우리술 품평회 우수상,2018 찾아가는 양조장,저도수|가성비,고도리 화이트와인 스위트는 농산물우수관리(GAP)인증 100% 친환경 거봉포도로 만들어진다. 포도의 당도가 가장 높은 10월말에 수확하여 별도의 당을 첨가하지 않고 순수 발효한 와인으로 풍부한 산미와 달콤한 과일향을 발산한다.,,고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,054-335-3174,3,3,5,3
41,고소리술 29,증류주,쌀,"백미, 차조, 입국, 누룩, 효모, 정제효소, 스테비올배당체, 정제수",29,375,"2011 대한민국우리술품평회 대상 (증류식소주 부문), 2012 대한민국우리술품평회 최우수상 (증류식소주 부문), 2013 대한민국우리술품평회 대상 (증류식소주 부문), 2014 IWSC 동상, 2014 Monde-selection 금상, 2014 대한민국우리술품평회 대상 (증류식소주 부문), 2015 대한민국 우리술품평회 장려상",2014 찾아가는 양조장,선물,,육류구이,제주샘주,제주 제주시 애월읍 애언로 283,http://www.jejusaemju.co.kr,064-799-4225,3,1,4,2
42,고운달 백자,증류주,오미자,오미자,52,500,,,선물|베리류,"""고운달 백자""는 한국 최초의 위스키 마스터블랜더 이종기 명인의 36년간 쌓아온 양조 기술을 집약한 최고급 증류주이다. 한국 전통 문경도자기에서 숙성하여 오미자 본연의 맛과 향이 그대로 살아 있는 맑고 투명한 제품이다.","샐러드, 견과류, 육포",오미나라,경북 문경시 문경읍 새재로 609,http://www.omynara.com/,054-572-0601,1,0,4,5
43,고운달 오크,증류주,오미자,오미자,52,"200, 500",2017 대한민국 우리술품평회 증류주 대상,,선물|베리류,"고운달은 오미자를 원료로 한국와인의 새로운 지평을 연 위스키 마스터 블랜더 이종기 장인에 의해 탄생한 프리미엄 증류주이다. 오미자 브랜디 고운달은 친환경 오미자로 3년을 발효 숙성한 오미자와인을 증류한 이후, 추가로 3년을 숙성한 제품이다.","아몬드. 초콜릿, 올리브, 견과류, 육포, 과일 안주, 꿀물",오미나라,경북 문경시 문경읍 새재로 609,http://www.omynara.com/,054-572-0601,1,0,5,5
44,고창선운산 땡큐복분자주,과실주,복분자,"복분자, 주정, 효모, 구연산, 정제수",13,300,,,소용량,"고창선운산에서 생산하는 ""고창선운산 땡큐복분자주""는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 다른 복분자주에 비해 특유의 달콤함을 가지고 있어 가볍게 머시기에 좋다.",장어 구이,고창선운산,전북 고창군 심원면 심원로 270-73,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,061-561-6855,1,4,3,2
45,고창선운산 땡큐블루베리주,과실주,블루베리,"블루베리, 주정, 효모, 구연산, 정제수",13,300,,,소용량,블루베리주는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 블루베리 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 블루베리 고유의 맛과 향이 뛰어나다. 비교적 낮은 알코올도수 13%로 와인처럼 가볍게 즐길 수 있는 제품이다.,스테이크,고창선운산,전북 고창군 심원면 심원로 270-73,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,061-561-6855,2,3,5,4
46,고창선운산 복분자주 특1호,과실주,복분자,"복분자, 주정, 효모, 구연산, 정제수",15,1800,,,,"고창선운산에서 생산하는 ""고창선운산 복분자주""는 고창군 심원면 황토 지역에서 서해안 해풍(海風)을 맞고 자란 복분자 중 당도와 과육이 뛰어난 1등급 수확 분으로 빚어 단맛과 신맛이 조화를 이루어 복분자 고유의 맛과 향이 뛰어나다. 다른 복분자주에 비해 특유의 달콤함을 가지고 있어 가볍게 머시기에 좋다.",장어 구이,고창선운산,전북 고창군 심원면 심원로 270-73,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,061-561-6855,3,3,5,2
47,고향생막걸리,탁주,쌀,쌀,6,750,2010 대한민국우리술품평회 장려상 (생막걸리 부문),,,100% 국내산 쌀과 303m 천연지하암반수를 사용하여 자연발효 후 온도와 습도가 일정한 지하저온저장고에서 장기저온숙성시켜 맛이 부드럽고 숙취가 없으며 각종 영양분과 효모가 살아있는 막걸리이다.,김치잡채,(주) 찬우물,인천시 강화군 선원면 강화동로 990번지,,329000000,2,2,2,3
48,고향인삼막걸리,탁주,인삼,"쌀, 인삼",6,750,2010 대한민국우리술품평회 우수상 (살균막걸리부문),,,국내산 쌀과 303m 천연지하암반수를 사용하여 자연발효 후 온도와 습도가 일정한 지하저온저장고에서 장기 저온 숙성시켜 맛이 부드럽고 숙취가 없으며 인천강화의 고려인삼농축액을 첨가해 발효시켜 인삼특유의 맛과 향이 적당히 녹아있다.,고등어조림,(주) 찬우물,인천시 강화군 선원면 강화동로 990번지,,329000000,3,3,4,4
49,고흥유자주 봄에디션,"약주, 청주",쌀,"쌀, 입국, 누룩, 유자, 원당",8,500,,,과일류,"시트러스 감성 전통주 고흥유자주. 고흥유자주는 100% 고흥유자, 고흥쌀로 빚은 살균 약주로 고흥 지역 특산주이다. 유자 특유의 상큼함과 적당한 달콤함이 느껴지는 '고유'는 과거의 우리술과 현재의 우리 취향이 만나는 경험을 가져다 준다. 입안 전체에 퍼지는 유자향부터 목넘김 후 느낄 수 있는 곡물의 고소함까지 다양한 매력이 느껴지는 전통주이다. 고유는 전통 '곡주'로 유자소주, 과실주, 담금주와 다르다.","생선회, 과메기, 크림파스타",녹동양조장,전라남도 고흥군 도양읍 목넘가는길 52-5,https://smartstore.naver.com/eotteonharu,7080000000,4,2,4,3
50,곤드레생막걸리,탁주,곤드레,"백미, 감자, 곤드레",6,750,,,,국내산 쌀과 메밀로 빚은 생막걸리로 메밀쌀로 빚어 메밀향이 그대로 살아있다.,,정선명주,강원도 정선군 북평면 송석길 146-7,https://ararisool.modoo.at/,27957789,3,4,5,5
51,공주알밤 왕밤주,리큐르/기타주류,밤,"밤, 백미, 아스파탐",6,750,,,저도수,공주알밤 왕밤주는 공주 알밤을 볶아서 빚은 후 저온에서 발효했다. 순하고 부드러운 맛이 일품이며 구수한 알밤맛과 부드러운 목 넘김이 특징이다. 곡물의 달달함과 고소함이 잘 어우러지며 고소한 군밤향이 오래 남는다.,공주국밥,사곡양조장,충남 공주시 사곡면 마곡사로 49,https://smartstore.naver.com/gongjubamsul,041-841-9308,3,3,3,2
52,공주애 오디와인,과실주,오디,"오디, 정제수, 주정, 과당, 효모",15,375,,,,"""공주애 오디와인""은 공주에서 재배한 오디를 원료로 저온발효, 저온숙성을 통해 빚은 오디가 듬뿍 담긴 과실주이다. 아름다운 빛깔과 깊은 풍미로 눈과 입이 즐거워지는 술로 오디의 달콤함과 부드러운 맛이 일품이다. 6월 중순 흑자색으로 익은 오디는 과실에 함유되어 있는 다양한 영양성분으로 기능성식품의 재료로서 각광 받아 왔다. 양지바른 산기슭에서 농부의 땀과 정성으로 자란 청정 오디를 전통기법으로 발효. 숙성시킨 제품이다.",장어 구이,사곡양조원,충남 공주시 사곡면 마곡사로 49,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069114,041-841-9308,4,1,3,1
53,과천미주,탁주,쌀,"정제수, 쌀, 국, 효모, 밀",9,500,,,홈술|무감미료,"생쌀발효 맑은 탁주로 우리 쌀 막걸리의 풍부한 맛을 균형있게 느낄 수 있다. 친한 벗과의 정겨운 식탁, 하루를 마치는 휴식의 집술을 지향한다.","닭볶음탕, 코다리찜, 아구찜",별네트웍스 과천도가,경기 과천시 남태령옛길 65 1층,https://www.instagram.com/gwacheondoga/,25047017,4,4,5,3
54,과하주23,리큐르/기타주류,쌀,쌀,23,"400, 700, 1000",,"전통식품명인 제17호 송강호, 시도무형문화재 경상북도 제11호",고문헌,"400여 년 전 임진왜란(1592년)때 명나라의 원병장 이여송이 김천을 지날 때 그 샘물 맛을 보고 중국 금릉의 과하천의 물맛과 같다고 칭송하여 이때부터 이 샘을 과하천이라 부르게 되었고, 그 샘물로 빚은 술을 과하주라 하였다. 이후 과하주가 한양까지 알려져 임금께 진상하였으며 김천을 대표하는 전통명주로 전례되어 일본에까지 널리 알려졌다고 한다. 광복 후에는 지역특산물로 가내양조 규모로 명맥을 유지하다 6.25 전쟁 후 자취를 감추었다. 그러다 1984년 당시 김천문화원장 송재성이 과하주의 복원에 성공하여 지금에 이르렀다. 김천 과하주는 경북 김천의 맑은 샘물과 토종 멥쌀 그리고 엄선한 곡자원료를 사용하여 전통비법으로 저온 장기발효를 통해 숙성된 술이다. 투명한 황갈색에 고유한 감미와 산미가 있다. 한 여름에도 술맛의 변화가 없고 차게해서 마시면 더욱 좋아 오래전 궁중과 사대부집 등 상류층이 즐기던 고급술이다.",매운탕,김천과하주,경북 김천시 대항면 향천리 79101,http://gwahaju.farmmoa.com/,054-436-4461,4,3,2,4
55,관악산생막걸리,탁주,쌀,"정제수, 멥쌀, 국, 효모, 밀",6,1000,,,가성비|무감미료,생쌀발효 탁주로 큰 잔에 즐겁게 들이킬 수 있는 편안하고 담백한 막걸리이다. 가장 대중적인 무감미료 우리쌀 막걸리를 지향한다.,"떡볶이, 과메기, 삼계탕",별네트웍스 과천도가,경기 과천시 남태령옛길 65 1층,https://www.instagram.com/gwacheondoga/,25047017,2,3,3,5
56,광양 생 막걸리,탁주,쌀,"정제수, 쌀, 입국, 곡자, 아스파탐, 정제효소, 효모, 젖산, 액화효소",5,750,,,저도수,국산 햅쌀을 사용한 목 넘김이 부드럽고 깔끔한 맛이 살아있는 막걸리.,"전, 두부김치, 골뱅이 소면무침",광양주조공사,전남 광양시 광양읍 예구8길 13-4,,061-763-0025,1,3,4,4
57,광양 생 막걸리 골드,탁주,쌀,"정제수, 쌀, 입국, 곡자, 아스파탐, 정제효소, 효모, 젖산, 액화효소",5,750,,,저도수,"한국식품연구원에서 개발된 국산효모로 만든 막걸리로 햅쌀, 토종 앉은뱅이 밀누룩 등 국내산 좋은 재료를 100% 사용하여 목 넘김이 부드럽고 깔끔한 맛이 살아있는 프리미엄 쌀 막걸리다.","치킨, 피자, 치즈",광양주조공사,전남 광양시 광양읍 예구8길 13-4,,061-763-0025,2,4,3,4
58,괴산 세종 찰옥수수 전통주,리큐르/기타주류,옥수수,"정제수, 백미, 국, 옥수수분, 전분당, 조제종국, 효모, 조효소제, 치자색소, 젖산, 아스파탐, 아세설팜칼륨, 허브후레바E, 누룽지향, 구연산",6,750,,2015 찾아가는 양조장,저도수,"괴산 지역 특산물인 ""대학찰옥수수""를 사용해 옥수수의 식이성 섬유질이 다량으로 함유되었다. 쌀, 찰옥수수 밀가루를 배합해 원료를 발효시킨 막걸리형 전통주로, 찰옥수수의 구수하고 부드러운 맛이 은은하게난다. 걸쭉하고 진득한 질감을 가졌지만 부드러운 목 넘김을 가졌다.","연포탕, 해물찜",조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,043-218-7689,2,2,2,4
59,구기홍주 14,"약주, 청주",구기자,"쌀, 국, 구기자추출액, 올리고당, 효모, 효소, 아세설팜칼륨, 정제수",14,"360, 750",,,선물|홈술,구기홍주 14는 전남 진도의 전통명주 진도홍주를 알코올 14도의 부드러운 술로 재해석한 약주이다. 청양의 특산물인 구기자와 함께 빚어 은은한 향과 감칠맛이 일품이다. 100일 이상을 10도 이하의 초저온에서 숙성한 후 정밀 여과기를 거쳐 맑고 투명한 붉은빛이 감도는 술이 만들어진다. 발효촉진제를 사용하지 않고 긴 시간을 숙성시켜 깔끔한 뒷맛과 부드러운 목넘김이 특징이다.,숯불에 구운 돼지고기,두이술공방,충남 청양군 대치면 방죽골길 46-19,https://smartstore.naver.com/arirangjujo/products/4985671701,041-943-7678,3,2,5,1
60,구름을 벗삼아,탁주,쌀,"백미, 밀 누룩",12,750,,2015 찾아가는 양조장,무감미료,문경주조의 구름을 벗삼아는 유기농 찹쌀과 전통누룩을 사용한 단 맛이 살짝 가미된 깔끔한 스타일의 탁주이다. 일반 쌀 막걸리와 달리 단 맛이 적고 도수가 낮아 반주로도 가볍게 즐기기 좋은 술이다.,"해물파전, 김치전",문경주조,경상북도 문경시 동로면 노은리 192번지,https://mgomijasul.modoo.at/,054-552-8285,4,2,2,3
61,구암대추막걸리,탁주,대추,"쌀, 대추",6,1000,2010 대한민국우리술품평회 대상 (살균막걸리 부문),,,"청송의 맑은 물과 수목이 가득한 자연 속에서 직접 재배한 양질의 대추로 만든 대추엑기스, 국내산 100% 쌀로 정성껏 빚어 목 넘김이 부드러운 막걸리이다. 구암농산은 1981년 대추농장으로 2만주 대추나무를 식재하여 현재 약7만평규모, 20만평 야산을 보유하고 있는 경북최대 대추농장으로 성장하여 2008년 구암농산을 설립하였고, 2년여 연구개발 끝에 2010년부터 맛과 기술에서 인정받는 대추 막걸리를 생산해 오고 있다.",,구암농산,경북 청송군 얼음골로340-65,,549000000,1,4,2,3
62,국순당 생막걸리 대박,탁주,쌀,쌀,6,750,,2019 찾아가는 양조장,,국순당의 생막걸리 ‘대박’은 막걸리 제조에 가장 중요한 원료인 누룩과 효모를 막걸리 빚기에 가장 적합하도록 국순당에서 직접 배양한 전통식 누룩과 막걸리 전용 효모를 사용해 막걸리 본연의 맛을 가장 잘 담아낸 제품이다. 대박 막걸리는 3단 발효법과 냉장숙성 공법을 도입해 막걸리 내의 불필요한 잡맛을 최대한 없애 막걸리 고유의 맛과 신선함을 최대한 유지할 수 있도록 개발됐다. 또 발효 이후 6도 이하에서 냉장숙성과정을 거쳐 목넘김이 부드럽고 잡맛을 잡아 줘 깔끔한 맛이 더욱 살아나도록 한 게 특징이다. 전체적으로 다른 막걸리보다 술을 빚는 과정에서 생성된 탄산 함량이 높아 탄산에서 느낄 수 있는 톡톡 터지는 듯한 청량감이 뛰어나다. 발효 과정 때 자연적으로 만들어지는 전통주 특유의 과일 향을 입안 가득 느낄 수 있다는 점도 매력적이다.,수육,국순당,강원도 횡성군 둔내면 현천리 120,http://www.ksdb.co.kr,033-340-4300,4,2,1,3
